id_campaign	id_domain	id_date	id_hour	id_lineitem	id_creative	id_exchange	id_country	id_currcode	id_content	id_utw	ENTRY_DATE	HAS_CC	RAND99	sum(num_bids)	sum(num_clicks)	sum(num_impressions)	sum(num_conversions)	sum(num_conv_post_view)	sum(num_conv_post_click)	sum(imp_bid_amount)	sum(imp_cost)
1666	anywho.com	2012-10-15	6	1887964499	193033	4	233	0	4	7	2012-10-15	0	76	2	0	2	0	0	0	0.002	0.002
1666	aol.com	2012-10-15	6	1887962748	192969	4	233	0	4	4	2012-10-15	0	85	1	0	1	0	0	0	0.0035	0.003139
1666	aol.com	2012-10-15	6	1887962748	192969	4	233	0	4	46	2012-10-15	0	99	3	0	3	0	0	0	0.009000000000000001	0.007181999999999999
1666	aol.com	2012-10-15	6	1887962755	193035	4	233	0	4	4	2012-10-15	0	4	1	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887962756	193038	4	233	0	4	4	2012-10-15	0	41	3	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887962757	193041	4	233	0	4	4	2012-10-15	0	84	1	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887962758	193044	4	233	0	4	4	2012-10-15	0	40	2	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887962759	193047	4	233	0	4	4	2012-10-15	0	12	2	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887962760	193050	4	233	0	4	4	2012-10-15	0	6	1	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887962761	193053	4	233	0	4	4	2012-10-15	0	6	2	0	1	0	0	0	0.0035	0.002638
1666	aol.com	2012-10-15	6	1887964485	193035	4	233	0	4	7	2012-10-15	0	7	1	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887964494	193023	4	233	0	4	7	2012-10-15	0	96	1	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887966392	192981	4	233	0	4	94	2012-10-15	0	18	1	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887966392	193002	4	233	0	4	94	2012-10-15	0	71	2	0	0	0	0	0	0	0
1666	aol.com	2012-10-15	6	1887966392	193011	4	233	0	4	94	2012-10-15	0	1	1	0	1	0	0	0	0.00115	0.000964
1666	aolradio.slacker.com	2012-10-15	6	1887962748	192969	4	233	0	4	4	2012-10-15	0	62	4	0	3	0	0	0	0.0105	0.00935
1666	aolradio.slacker.com	2012-10-15	6	1887962755	193035	4	233	0	4	4	2012-10-15	0	92	1	0	1	0	0	0	0.0035	0.0031
1666	aolradio.slacker.com	2012-10-15	6	1887962759	193047	4	233	0	4	4	2012-10-15	0	96	2	0	2	0	0	0	0.007	0.00658
1666	aolradio.slacker.com	2012-10-15	6	1887962760	193050	4	233	0	4	4	2012-10-15	0	58	1	0	1	0	0	0	0.0035	0.00328
1666	aolradio.slacker.com	2012-10-15	6	1887962761	193053	4	233	0	4	4	2012-10-15	0	15	1	0	1	0	0	0	0.0035	0.00329
1666	ap.org	2012-10-15	6	1887962748	192969	4	233	0	4	4	2012-10-15	0	2	2	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887962755	193035	4	233	0	4	4	2012-10-15	0	67	2	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887962756	193038	4	233	0	4	4	2012-10-15	0	26	2	0	1	0	0	0	0.0035	0.0035
1666	ap.org	2012-10-15	6	1887962757	193041	4	233	0	4	4	2012-10-15	0	33	1	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887962758	193044	4	233	0	4	4	2012-10-15	0	86	4	0	2	0	0	0	0.007	0.007
1666	ap.org	2012-10-15	6	1887962759	193047	4	233	0	4	4	2012-10-15	0	32	6	0	1	0	0	0	0.0035	0.0035
1666	ap.org	2012-10-15	6	1887962760	193050	4	233	0	4	4	2012-10-15	0	1	2	0	1	0	0	0	0.0035	0.0035
1666	ap.org	2012-10-15	6	1887962761	193053	4	233	0	4	4	2012-10-15	0	10	1	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887964379	192969	4	233	0	4	7	2012-10-15	0	88	3	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887964485	193035	4	233	0	4	7	2012-10-15	0	46	20	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887964486	193053	4	233	0	4	7	2012-10-15	0	93	7	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887964494	193023	4	233	0	4	7	2012-10-15	0	55	38	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887964501	193050	4	233	0	4	7	2012-10-15	0	8	23	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887966392	192978	4	233	0	4	94	2012-10-15	0	0	1	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887966392	192979	4	233	0	4	94	2012-10-15	0	63	1	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887966392	192987	4	233	0	4	94	2012-10-15	0	18	1	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887966392	192990	4	233	0	4	94	2012-10-15	0	0	1	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887966392	192996	4	233	0	4	94	2012-10-15	0	61	2	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887966392	192999	4	233	0	4	94	2012-10-15	0	45	1	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887966392	193005	4	233	0	4	94	2012-10-15	0	25	1	0	0	0	0	0	0	0
1666	ap.org	2012-10-15	6	1887966392	193014	4	233	0	4	94	2012-10-15	0	20	3	0	0	0	0	0	0	0
